26
35	35	0	0.000	0	0
41	49	10	0.026	70	70
35	17	7	0.022	64	64
55	45	13	0.023	76	76
55	20	19	0.020	88	88
15	30	26	0.024	102	102
25	30	3	0.025	56	56
20	50	5	0.026	60	60
10	43	9	0.030	68	68
55	60	16	0.030	82	82
30	60	16	0.020	82	82
20	65	12	0.028	74	74
50	35	19	0.028	88	88
30	25	23	0.024	96	96
15	10	20	0.026	90	90
30	5	8	0.026	66	66
10	20	19	0.027	88	88
5	30	2	0.025	54	54
20	40	12	0.022	74	74
15	60	17	0.029	84	84
45	65	9	0.023	68	68
45	20	11	0.027	72	72
45	10	18	0.026	86	86
55	5	29	0.027	108	108
65	35	3	0.024	56	56
65	20	6	0.022	62	62
704
