26
40	50	0	0.000	0	0
45	68	10	0.027	70	70
45	70	30	0.030	110	110
42	66	10	0.028	70	70
42	68	10	0.028	70	70
42	65	10	0.023	70	70
40	69	20	0.023	90	90
40	66	20	0.026	90	90
38	68	20	0.023	90	90
38	70	10	0.025	70	70
35	66	10	0.020	70	70
35	69	10	0.023	70	70
25	85	20	0.022	90	90
22	75	30	0.022	110	110
22	85	10	0.021	70	70
20	80	40	0.023	130	130
20	85	40	0.021	130	130
18	75	20	0.030	90	90
15	75	20	0.027	90	90
15	80	10	0.026	70	70
30	50	10	0.030	70	70
30	52	20	0.020	90	90
28	52	20	0.021	90	90
28	55	10	0.029	70	70
25	50	10	0.026	70	70
25	52	40	0.024	130	130
1905
