51					
40	50	0	0.000	0	0
25	85	20	0.021	90	90
22	75	30	0.020	110	110
22	85	10	0.021	70	70
20	80	40	0.029	130	130
20	85	20	0.028	90	90
18	75	20	0.025	90	90
15	75	20	0.027	90	90
15	80	10	0.027	70	70
10	35	20	0.026	90	90
10	40	30	0.023	110	110
8	40	40	0.027	130	130
8	45	20	0.023	90	90
5	35	10	0.026	70	70
5	45	10	0.025	70	70
2	40	20	0.020	90	90
0	40	20	0.025	90	90
0	45	20	0.027	90	90
44	5	20	0.023	90	90
42	10	40	0.025	130	130
42	15	10	0.027	70	70
40	5	10	0.022	70	70
40	15	40	0.025	130	130
38	5	30	0.025	110	110
38	15	10	0.028	70	70
35	5	20	0.025	90	90
72	35	30	0.024	110	110
55	20	19	0.027	88	88
25	30	3	0.026	56	56
20	50	5	0.023	60	60
55	60	16	0.023	82	82
30	60	16	0.022	82	82
50	35	19	0.022	88	88
30	25	23	0.027	96	96
15	10	20	0.024	90	90
10	20	19	0.028	88	88
15	60	17	0.029	84	84
45	65	9	0.028	68	68
65	35	3	0.024	56	56
65	20	6	0.029	62	62
45	30	17	0.021	84	84
35	40	16	0.020	82	82
41	37	16	0.028	82	82
64	42	9	0.024	68	68
40	60	21	0.021	92	92
31	52	27	0.027	104	104
35	69	23	0.021	96	96
65	55	14	0.030	78	78
63	65	8	0.029	66	66
2	60	5	0.024	60	60
20	20	8	0.024	66	66
932
